instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,time_of_day
9965,2012-02-25,1,1,2,0,6,0,2,0.3,0.2727,0.42,0.2985,0,3,3,5,Malam
9966,2012-02-25,1,1,2,0,6,0,2,0.3,0.2727,0.42,0.2985,1,12,13,6,Pagi
9967,2012-02-25,1,1,2,0,6,0,1,0.28,0.2424,0.45,0.4478,3,20,23,7,Pagi
9968,2012-02-25,1,1,2,0,6,0,1,0.26,0.2273,0.48,0.2985,3,90,93,8,Pagi
9969,2012-02-25,1,1,2,0,6,0,3,0.22,0.197,0.75,0.3284,15,107,122,9,Pagi
9970,2012-02-25,1,1,2,0,6,0,1,0.26,0.2273,0.6,0.3582,24,159,183,10,Pagi
9971,2012-02-25,1,1,2,0,6,0,1,0.3,0.2576,0.39,0.6119,23,187,210,11,Pagi
9972,2012-02-25,1,1,2,0,6,0,1,0.32,0.2727,0.29,0.6567,41,217,258,12,Siang
9973,2012-02-25,1,1,2,0,6,0,1,0.32,0.2879,0.31,0.4925,48,178,226,13,Siang
9974,2012-02-25,1,1,2,0,6,0,1,0.32,0.2727,0.29,0.5522,35,181,216,14,Siang
9975,2012-02-25,1,1,2,0,6,0,1,0.32,0.2879,0.29,0.4179,21,211,232,15,Siang
9976,2012-02-25,1,1,2,0,6,0,1,0.32,0.2727,0.26,0.5821,32,163,195,16,Sore
9977,2012-02-25,1,1,2,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143,159,17,Sore
9978,2012-02-25,1,1,2,0,6,0,1,0.3,0.2576,0.28,0.5821,7,126,133,18,Sore
9979,2012-02-25,1,1,2,0,6,0,1,0.26,0.2121,0.33,0.4478,12,137,149,19,Malam
9980,2012-02-25,1,1,2,0,6,0,1,0.26,0.2121,0.3,0.5522,10,95,105,20,Malam
9981,2012-02-25,1,1,2,0,6,0,1,0.24,0.2121,0.35,0.3284,5,80,85,21,Malam
9982,2012-02-25,1,1,2,0,6,0,1,0.24,0.197,0.38,0.4627,4,78,82,22,Malam
9983,2012-02-25,1,1,2,0,6,0,1,0.24,0.197,0.41,0.4179,7,84,91,23,Malam
9984,2012-02-26,1,1,2,0,0,0,1,0.24,0.2121,0.41,0.3582,7,63,70,0,Malam
9985,2012-02-26,1,1,2,0,0,0,1,0.24,0.2121,0.44,0.3284,5,50,55,1,Malam
9986,2012-02-26,1,1,2,0,0,0,1,0.24,0.2121,0.44,0.3284,5,37,42,2,Malam
9987,2012-02-26,1,1,2,0,0,0,1,0.24,0.2273,0.41,0.194,0,21,21,3,Malam
9988,2012-02-26,1,1,2,0,0,0,1,0.24,0.2273,0.41,0.194,1,5,6,4,Malam
9989,2012-02-26,1,1,2,0,0,0,1,0.22,0.2121,0.44,0.2239,0,5,5,5,Malam
9990,2012-02-26,1,1,2,0,0,0,1,0.22,0.197,0.44,0.3284,0,2,2,6,Pagi
9991,2012-02-26,1,1,2,0,0,0,1,0.2,0.1818,0.51,0.2985,2,20,22,7,Pagi
9992,2012-02-26,1,1,2,0,0,0,1,0.2,0.197,0.51,0.2537,2,57,59,8,Pagi
9993,2012-02-26,1,1,2,0,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87,9,Pagi
9994,2012-02-26,1,1,2,0,0,0,1,0.26,0.2576,0.41,0.1642,27,161,188,10,Pagi
9995,2012-02-26,1,1,2,0,0,0,1,0.28,0.2576,0.41,0.2836,43,184,227,11,Pagi
9996,2012-02-26,1,1,2,0,0,0,1,0.3,0.303,0.39,0.1343,49,256,305,12,Siang
9997,2012-02-26,1,1,2,0,0,0,1,0.32,0.3333,0.36,0.0,58,267,325,13,Siang
9998,2012-02-26,1,1,2,0,0,0,1,0.34,0.3485,0.31,0.0,68,263,331,14,Siang
9999,2012-02-26,1,1,2,0,0,0,1,0.36,0.3485,0.29,0.0,72,281,353,15,Siang
10000,2012-02-26,1,1,2,0,0,0,1,0.36,0.3333,0.32,0.2537,64,275,339,16,Sore
10001,2012-02-26,1,1,2,0,0,0,1,0.36,0.3485,0.32,0.2239,46,241,287,17,Sore
10002,2012-02-26,1,1,2,0,0,0,1,0.34,0.3182,0.36,0.2836,17,199,216,18,Sore
10003,2012-02-26,1,1,2,0,0,0,1,0.34,0.3333,0.34,0.1642,13,130,143,19,Malam
10004,2012-02-26,1,1,2,0,0,0,1,0.32,0.3182,0.42,0.1642,9,79,88,20,Malam
10005,2012-02-26,1,1,2,0,0,0,1,0.3,0.303,0.45,0.1343,8,75,83,21,Malam
10006,2012-02-26,1,1,2,0,0,0,1,0.3,0.2879,0.42,0.2239,3,68,71,22,Malam
10007,2012-02-26,1,1,2,0,0,0,1,0.26,0.2576,0.56,0.1642,5,59,64,23,Malam
10008,2012-02-27,1,1,2,0,1,1,1,0.26,0.2424,0.6,0.2537,2,27,29,0,Malam
10009,2012-02-27,1,1,2,0,1,1,1,0.26,0.2576,0.65,0.2239,0,6,6,1,Malam
10010,2012-02-27,1,1,2,0,1,1,1,0.26,0.2273,0.7,0.2985,0,4,4,2,Malam
10011,2012-02-27,1,1,2,0,1,1,1,0.24,0.2424,0.75,0.1642,0,2,2,3,Malam
10012,2012-02-27,1,1,2,0,1,1,1,0.22,0.2273,0.8,0.1343,0,1,1,4,Malam
10013,2012-02-27,1,1,2,0,1,1,1,0.22,0.2273,0.8,0.1343,0,16,16,5,Malam
10014,2012-02-27,1,1,2,0,1,1,1,0.24,0.2273,0.7,0.2537,1,89,90,6,Pagi
10015,2012-02-27,1,1,2,0,1,1,1,0.24,0.2273,0.6,0.2239,2,278,280,7,Pagi
10016,2012-02-27,1,1,2,0,1,1,1,0.24,0.2424,0.6,0.0,14,514,528,8,Pagi
10017,2012-02-27,1,1,2,0,1,1,1,0.26,0.2576,0.6,0.194,11,219,230,9,Pagi
10018,2012-02-27,1,1,2,0,1,1,1,0.32,0.303,0.45,0.2537,16,88,104,10,Pagi
10019,2012-02-27,1,1,2,0,1,1,1,0.36,0.3333,0.43,0.2537,11,92,103,11,Pagi
10020,2012-02-27,1,1,2,0,1,1,1,0.4,0.4091,0.37,0.2985,13,164,177,12,Siang
10021,2012-02-27,1,1,2,0,1,1,1,0.4,0.4091,0.43,0.2836,23,159,182,13,Siang
10022,2012-02-27,1,1,2,0,1,1,1,0.46,0.4545,0.36,0.2836,24,134,158,14,Siang
10023,2012-02-27,1,1,2,0,1,1,1,0.52,0.5,0.25,0.4179,24,150,174,15,Siang
10024,2012-02-27,1,1,2,0,1,1,1,0.54,0.5152,0.26,0.4478,20,266,286,16,Sore
10025,2012-02-27,1,1,2,0,1,1,1,0.54,0.5152,0.24,0.4478,26,503,529,17,Sore
10026,2012-02-27,1,1,2,0,1,1,1,0.52,0.5,0.27,0.4179,10,517,527,18,Sore
10027,2012-02-27,1,1,2,0,1,1,1,0.5,0.4848,0.29,0.3881,16,318,334,19,Malam
10028,2012-02-27,1,1,2,0,1,1,1,0.48,0.4697,0.33,0.3582,11,208,219,20,Malam
10029,2012-02-27,1,1,2,0,1,1,1,0.46,0.4545,0.36,0.2836,14,181,195,21,Malam
10030,2012-02-27,1,1,2,0,1,1,1,0.44,0.4394,0.44,0.2537,9,83,92,22,Malam
10031,2012-02-27,1,1,2,0,1,1,1,0.42,0.4242,0.5,0.1642,6,50,56,23,Malam
10032,2012-02-28,1,1,2,0,2,1,1,0.42,0.4242,0.54,0.1343,0,10,10,0,Malam
10033,2012-02-28,1,1,2,0,2,1,1,0.38,0.3939,0.62,0.1642,0,6,6,1,Malam
10034,2012-02-28,1,1,2,0,2,1,1,0.4,0.4091,0.54,0.1045,1,2,3,2,Malam
10035,2012-02-28,1,1,2,0,2,1,1,0.4,0.4091,0.32,0.3582,0,6,6,3,Malam
10036,2012-02-28,1,1,2,0,2,1,1,0.32,0.2879,0.42,0.3582,0,2,2,4,Malam
10037,2012-02-28,1,1,2,0,2,1,1,0.32,0.2879,0.42,0.3582,1,20,21,5,Malam
10038,2012-02-28,1,1,2,0,2,1,1,0.3,0.2727,0.45,0.3284,1,100,101,6,Pagi
10039,2012-02-28,1,1,2,0,2,1,1,0.28,0.2576,0.45,0.2985,12,313,325,7,Pagi
10040,2012-02-28,1,1,2,0,2,1,1,0.26,0.2424,0.48,0.2836,16,543,559,8,Pagi
10041,2012-02-28,1,1,2,0,2,1,1,0.28,0.2576,0.45,0.3582,7,225,232,9,Pagi
10042,2012-02-28,1,1,2,0,2,1,1,0.3,0.2727,0.42,0.2985,14,118,132,10,Pagi
10043,2012-02-28,1,1,2,0,2,1,1,0.34,0.3182,0.36,0.2537,8,155,163,11,Pagi
10044,2012-02-28,1,1,2,0,2,1,1,0.36,0.3485,0.34,0.1343,19,164,183,12,Siang
10045,2012-02-28,1,1,2,0,2,1,1,0.36,0.3636,0.32,0.1045,16,174,190,13,Siang
10046,2012-02-28,1,1,2,0,2,1,1,0.4,0.4091,0.28,0.1045,13,121,134,14,Siang
10047,2012-02-28,1,1,2,0,2,1,1,0.42,0.4242,0.26,0.0896,17,149,166,15,Siang
10048,2012-02-28,1,1,2,0,2,1,1,0.42,0.4242,0.28,0.0896,17,270,287,16,Sore
10049,2012-02-28,1,1,2,0,2,1,1,0.42,0.4242,0.26,0.0896,33,497,530,17,Sore
10050,2012-02-28,1,1,2,0,2,1,1,0.42,0.4242,0.28,0.1642,17,432,449,18,Sore
10051,2012-02-28,1,1,2,0,2,1,1,0.42,0.4242,0.26,0.0,15,291,306,19,Malam
10052,2012-02-28,1,1,2,0,2,1,1,0.4,0.4091,0.3,0.1343,2,202,204,20,Malam
10053,2012-02-28,1,1,2,0,2,1,1,0.34,0.3485,0.46,0.1045,10,178,188,21,Malam
10054,2012-02-28,1,1,2,0,2,1,1,0.34,0.3485,0.46,0.1045,6,95,101,22,Malam
10055,2012-02-28,1,1,2,0,2,1,1,0.32,0.303,0.53,0.2239,4,61,65,23,Malam
10056,2012-02-29,1,1,2,0,3,1,1,0.32,0.3333,0.53,0.1045,2,30,32,0,Malam
10057,2012-02-29,1,1,2,0,3,1,1,0.32,0.3333,0.49,0.1045,0,6,6,1,Malam
10058,2012-02-29,1,1,2,0,3,1,1,0.3,0.2879,0.56,0.2239,0,4,4,2,Malam
10059,2012-02-29,1,1,2,0,3,1,1,0.28,0.303,0.7,0.0896,0,2,2,3,Malam
10060,2012-02-29,1,1,2,0,3,1,1,0.26,0.2879,0.75,0.0896,0,29,29,5,Malam
10061,2012-02-29,1,1,2,0,3,1,2,0.28,0.303,0.75,0.0896,4,100,104,6,Pagi
10062,2012-02-29,1,1,2,0,3,1,2,0.26,0.2727,0.81,0.1343,11,242,253,7,Pagi
10063,2012-02-29,1,1,2,0,3,1,2,0.28,0.2879,0.75,0.1045,2,114,116,8,Pagi
10064,2012-02-29,1,1,2,0,3,1,3,0.3,0.303,0.81,0.1642,5,33,38,9,Pagi
10065,2012-02-29,1,1,2,0,3,1,3,0.3,0.303,0.81,0.1642,0,10,10,10,Pagi
10066,2012-02-29,1,1,2,0,3,1,3,0.3,0.2879,0.87,0.194,1,9,10,11,Pagi
10067,2012-02-29,1,1,2,0,3,1,3,0.32,0.303,0.93,0.3284,1,69,70,12,Siang
10068,2012-02-29,1,1,2,0,3,1,2,0.36,0.3333,0.93,0.3582,4,72,76,13,Siang
10069,2012-02-29,1,1,2,0,3,1,2,0.36,0.3333,0.93,0.3582,2,54,56,14,Siang
10070,2012-02-29,1,1,2,0,3,1,2,0.4,0.4091,0.82,0.2836,3,87,90,15,Siang
10071,2012-02-29,1,1,2,0,3,1,3,0.4,0.4091,0.82,0.2239,5,162,167,16,Sore
10072,2012-02-29,1,1,2,0,3,1,2,0.4,0.4091,0.87,0.1642,7,246,253,17,Sore
10073,2012-02-29,1,1,2,0,3,1,3,0.4,0.4091,0.87,0.0,11,181,192,18,Sore
10074,2012-02-29,1,1,2,0,3,1,2,0.4,0.4091,0.87,0.1045,0,102,102,19,Malam
10075,2012-02-29,1,1,2,0,3,1,3,0.42,0.4242,0.88,0.1642,2,95,97,20,Malam
10076,2012-02-29,1,1,2,0,3,1,3,0.42,0.4242,0.88,0.1642,0,39,39,21,Malam
10077,2012-02-29,1,1,2,0,3,1,3,0.42,0.4242,0.94,0.2537,2,53,55,22,Malam
10078,2012-02-29,1,1,2,0,3,1,3,0.42,0.4242,0.94,0.2537,3,30,33,23,Malam
10079,2012-03-01,1,1,3,0,4,1,2,0.42,0.4242,0.94,0.0,1,10,11,0,Malam
10080,2012-03-01,1,1,3,0,4,1,3,0.46,0.4545,0.94,0.1045,0,12,12,1,Malam
10081,2012-03-01,1,1,3,0,4,1,2,0.46,0.4545,0.94,0.2836,0,6,6,2,Malam
10082,2012-03-01,1,1,3,0,4,1,1,0.46,0.4545,0.94,0.2239,0,3,3,3,Malam
10083,2012-03-01,1,1,3,0,4,1,1,0.48,0.4697,0.88,0.194,0,5,5,4,Malam
10084,2012-03-01,1,1,3,0,4,1,1,0.48,0.4697,0.88,0.1642,0,18,18,5,Malam
10085,2012-03-01,1,1,3,0,4,1,2,0.42,0.4242,0.94,0.0,2,107,109,6,Pagi
10086,2012-03-01,1,1,3,0,4,1,2,0.44,0.4394,0.94,0.1343,8,296,304,7,Pagi
10087,2012-03-01,1,1,3,0,4,1,1,0.42,0.4242,0.94,0.1343,15,579,594,8,Pagi
10088,2012-03-01,1,1,3,0,4,1,1,0.46,0.4545,0.77,0.2537,5,281,286,9,Pagi
10089,2012-03-01,1,1,3,0,4,1,1,0.52,0.5,0.55,0.1642,11,122,133,10,Pagi
10090,2012-03-01,1,1,3,0,4,1,1,0.56,0.5303,0.43,0.194,19,149,168,11,Pagi
10091,2012-03-01,1,1,3,0,4,1,1,0.56,0.5303,0.37,0.2239,16,204,220,12,Siang
10092,2012-03-01,1,1,3,0,4,1,1,0.58,0.5455,0.32,0.2537,24,187,211,13,Siang
10093,2012-03-01,1,1,3,0,4,1,1,0.58,0.5455,0.35,0.2239,37,174,211,14,Siang
10094,2012-03-01,1,1,3,0,4,1,1,0.6,0.6212,0.31,0.2537,31,192,223,15,Siang
10095,2012-03-01,1,1,3,0,4,1,1,0.58,0.5455,0.32,0.2985,38,323,361,16,Sore
10096,2012-03-01,1,1,3,0,4,1,1,0.56,0.5303,0.35,0.2985,49,551,600,17,Sore
10097,2012-03-01,1,1,3,0,4,1,1,0.54,0.5152,0.34,0.3582,27,498,525,18,Sore
10098,2012-03-01,1,1,3,0,4,1,1,0.48,0.4697,0.41,0.3284,11,317,328,19,Malam
10099,2012-03-01,1,1,3,0,4,1,1,0.44,0.4394,0.44,0.4179,12,242,254,20,Malam
10100,2012-03-01,1,1,3,0,4,1,1,0.42,0.4242,0.47,0.4627,7,190,197,21,Malam
10101,2012-03-01,1,1,3,0,4,1,1,0.38,0.3939,0.5,0.2537,3,123,126,22,Malam
10102,2012-03-01,1,1,3,0,4,1,1,0.36,0.3485,0.5,0.2239,9,76,85,23,Malam
10103,2012-03-02,1,1,3,0,5,1,1,0.34,0.3333,0.53,0.1642,1,45,46,0,Malam
10104,2012-03-02,1,1,3,0,5,1,1,0.34,0.3182,0.49,0.2239,2,18,20,1,Malam
10105,2012-03-02,1,1,3,0,5,1,1,0.34,0.3182,0.53,0.2836,2,4,6,2,Malam
10106,2012-03-02,1,1,3,0,5,1,1,0.32,0.3182,0.57,0.194,0,3,3,3,Malam
10107,2012-03-02,1,1,3,0,5,1,1,0.32,0.3485,0.61,0.0,0,2,2,4,Malam
10108,2012-03-02,1,1,3,0,5,1,1,0.3,0.3333,0.7,0.0,0,24,24,5,Malam
10109,2012-03-02,1,1,3,0,5,1,1,0.3,0.3333,0.7,0.0,4,88,92,6,Pagi
10110,2012-03-02,1,1,3,0,5,1,1,0.3,0.3333,0.7,0.0,4,258,262,7,Pagi
10111,2012-03-02,1,1,3,0,5,1,1,0.28,0.303,0.75,0.0896,16,533,549,8,Pagi
10112,2012-03-02,1,1,3,0,5,1,1,0.3,0.3333,0.81,0.0,15,299,314,9,Pagi
10113,2012-03-02,1,1,3,0,5,1,1,0.36,0.3485,0.5,0.1642,14,118,132,10,Pagi
10114,2012-03-02,1,1,3,0,5,1,1,0.38,0.3939,0.46,0.194,40,154,194,11,Pagi
10115,2012-03-02,1,1,3,0,5,1,1,0.4,0.4091,0.43,0.1642,40,194,234,12,Siang
10116,2012-03-02,1,1,3,0,5,1,1,0.42,0.4242,0.44,0.2239,31,191,222,13,Siang
10117,2012-03-02,1,1,3,0,5,1,2,0.44,0.4394,0.44,0.2836,29,176,205,14,Siang
10118,2012-03-02,1,1,3,0,5,1,2,0.42,0.4242,0.5,0.2985,5,73,78,15,Siang
10119,2012-03-02,1,1,3,0,5,1,3,0.4,0.4091,0.58,0.2985,1,49,50,16,Sore
10120,2012-03-02,1,1,3,0,5,1,3,0.36,0.3485,0.81,0.2239,5,123,128,17,Sore
10121,2012-03-02,1,1,3,0,5,1,3,0.36,0.3485,0.87,0.194,6,154,160,18,Sore
10122,2012-03-02,1,1,3,0,5,1,3,0.36,0.3485,0.87,0.194,12,162,174,19,Malam
10123,2012-03-02,1,1,3,0,5,1,2,0.36,0.3485,0.87,0.194,7,93,100,20,Malam
10124,2012-03-02,1,1,3,0,5,1,3,0.36,0.3636,0.87,0.0896,2,99,101,21,Malam
10125,2012-03-02,1,1,3,0,5,1,2,0.36,0.3788,0.87,0.0,6,69,75,22,Malam
10126,2012-03-02,1,1,3,0,5,1,2,0.36,0.3788,0.87,0.0,4,19,23,23,Malam
10127,2012-03-03,1,1,3,0,6,0,3,0.36,0.3636,0.93,0.0896,1,21,22,0,Malam
10128,2012-03-03,1,1,3,0,6,0,3,0.36,0.3788,0.93,0.0,0,44,44,1,Malam
10129,2012-03-03,1,1,3,0,6,0,3,0.36,0.3636,0.93,0.0896,4,34,38,2,Malam
10130,2012-03-03,1,1,3,0,6,0,2,0.36,0.3485,0.93,0.1642,1,20,21,3,Malam
10131,2012-03-03,1,1,3,0,6,0,2,0.36,0.3485,0.93,0.194,0,2,2,4,Malam
10132,2012-03-03,1,1,3,0,6,0,2,0.36,0.3636,0.93,0.0896,1,1,2,5,Malam
10133,2012-03-03,1,1,3,0,6,0,2,0.36,0.3636,0.93,0.0896,1,6,7,6,Pagi
10134,2012-03-03,1,1,3,0,6,0,2,0.36,0.3485,0.93,0.1343,2,14,16,7,Pagi
10135,2012-03-03,1,1,3,0,6,0,3,0.36,0.3788,0.93,0.0,2,46,48,8,Pagi
10136,2012-03-03,1,1,3,0,6,0,3,0.38,0.3939,0.87,0.0896,7,87,94,9,Pagi
10137,2012-03-03,1,1,3,0,6,0,2,0.4,0.4091,0.87,0.0,31,137,168,10,Pagi
10138,2012-03-03,1,1,3,0,6,0,2,0.4,0.4091,0.87,0.0896,33,181,214,11,Pagi
10139,2012-03-03,1,1,3,0,6,0,2,0.42,0.4242,0.67,0.2537,47,252,299,12,Siang
10140,2012-03-03,1,1,3,0,6,0,1,0.44,0.4394,0.51,0.2836,87,252,339,13,Siang
10141,2012-03-03,1,1,3,0,6,0,2,0.46,0.4545,0.44,0.3582,151,279,430,14,Siang
10142,2012-03-03,1,1,3,0,6,0,1,0.48,0.4697,0.29,0.2985,145,254,399,15,Siang
10143,2012-03-03,1,1,3,0,6,0,1,0.5,0.4848,0.27,0.2985,167,300,467,16,Sore
10144,2012-03-03,1,1,3,0,6,0,1,0.5,0.4848,0.23,0.3284,106,279,385,17,Sore
10145,2012-03-03,1,1,3,0,6,0,1,0.5,0.4848,0.25,0.2537,53,250,303,18,Sore
10146,2012-03-03,1,1,3,0,6,0,1,0.46,0.4545,0.33,0.1642,34,191,225,19,Malam
10147,2012-03-03,1,1,3,0,6,0,1,0.44,0.4394,0.3,0.1343,28,121,149,20,Malam
10148,2012-03-03,1,1,3,0,6,0,1,0.46,0.4545,0.19,0.3284,24,130,154,21,Malam
10149,2012-03-03,1,1,3,0,6,0,1,0.44,0.4394,0.21,0.1343,19,115,134,22,Malam
10150,2012-03-03,1,1,3,0,6,0,1,0.42,0.4242,0.24,0.0,12,94,106,23,Malam
10151,2012-03-04,1,1,3,0,0,0,2,0.4,0.4091,0.3,0.3582,5,67,72,0,Malam
10152,2012-03-04,1,1,3,0,0,0,2,0.38,0.3939,0.34,0.194,16,60,76,1,Malam
10153,2012-03-04,1,1,3,0,0,0,2,0.36,0.3485,0.4,0.1642,14,66,80,2,Malam
10154,2012-03-04,1,1,3,0,0,0,2,0.36,0.3485,0.43,0.1343,5,21,26,3,Malam
10155,2012-03-04,1,1,3,0,0,0,2,0.34,0.3333,0.46,0.194,3,11,14,4,Malam
10156,2012-03-04,1,1,3,0,0,0,2,0.34,0.3182,0.46,0.2239,0,5,5,5,Malam
10157,2012-03-04,1,1,3,0,0,0,2,0.3,0.2727,0.52,0.2985,0,5,5,6,Pagi
10158,2012-03-04,1,1,3,0,0,0,2,0.3,0.2727,0.52,0.2985,2,21,23,7,Pagi
10159,2012-03-04,1,1,3,0,0,0,1,0.3,0.2727,0.52,0.3284,12,54,66,8,Pagi
10160,2012-03-04,1,1,3,0,0,0,1,0.3,0.2727,0.49,0.4478,14,104,118,9,Pagi
10161,2012-03-04,1,1,3,0,0,0,1,0.3,0.2727,0.49,0.3284,31,161,192,10,Pagi
10162,2012-03-04,1,1,3,0,0,0,1,0.32,0.2879,0.45,0.3881,64,192,256,11,Pagi
10163,2012-03-04,1,1,3,0,0,0,1,0.34,0.303,0.42,0.3582,71,256,327,12,Siang
10164,2012-03-04,1,1,3,0,0,0,1,0.36,0.3333,0.37,0.3582,108,256,364,13,Siang
10165,2012-03-04,1,1,3,0,0,0,1,0.36,0.3333,0.34,0.3582,106,226,332,14,Siang
10166,2012-03-04,1,1,3,0,0,0,1,0.36,0.3182,0.32,0.5224,82,252,334,15,Siang
10167,2012-03-04,1,1,3,0,0,0,1,0.36,0.3182,0.29,0.4925,68,231,299,16,Sore
10168,2012-03-04,1,1,3,0,0,0,1,0.34,0.2879,0.31,0.5522,49,214,263,17,Sore
10169,2012-03-04,1,1,3,0,0,0,1,0.32,0.2727,0.33,0.6119,20,164,184,18,Sore
10170,2012-03-04,1,1,3,0,0,0,1,0.3,0.2576,0.36,0.4925,12,120,132,19,Malam
10171,2012-03-04,1,1,3,0,0,0,1,0.28,0.2727,0.38,0.2537,8,80,88,20,Malam
10172,2012-03-04,1,1,3,0,0,0,1,0.28,0.2727,0.36,0.2239,9,70,79,21,Malam
10173,2012-03-04,1,1,3,0,0,0,1,0.26,0.2424,0.41,0.2537,9,53,62,22,Malam
10174,2012-03-04,1,1,3,0,0,0,1,0.26,0.2576,0.41,0.194,2,24,26,23,Malam
10175,2012-03-05,1,1,3,0,1,1,1,0.24,0.2273,0.44,0.194,2,15,17,0,Malam
10176,2012-03-05,1,1,3,0,1,1,1,0.24,0.2424,0.48,0.1343,3,3,6,1,Malam
10177,2012-03-05,1,1,3,0,1,1,1,0.24,0.2424,0.48,0.1343,1,3,4,2,Malam
10178,2012-03-05,1,1,3,0,1,1,1,0.22,0.2273,0.51,0.1642,0,1,1,3,Malam
10179,2012-03-05,1,1,3,0,1,1,1,0.2,0.2273,0.55,0.0896,0,1,1,4,Malam
10180,2012-03-05,1,1,3,0,1,1,1,0.2,0.2273,0.55,0.0896,1,17,18,5,Malam
10181,2012-03-05,1,1,3,0,1,1,1,0.18,0.197,0.59,0.1343,2,89,91,6,Pagi
10182,2012-03-05,1,1,3,0,1,1,1,0.18,0.197,0.59,0.1343,7,253,260,7,Pagi
10183,2012-03-05,1,1,3,0,1,1,1,0.2,0.2273,0.59,0.1045,13,415,428,8,Pagi
10184,2012-03-05,1,1,3,0,1,1,2,0.22,0.2576,0.6,0.0896,11,186,197,9,Pagi
10185,2012-03-05,1,1,3,0,1,1,2,0.24,0.2576,0.6,0.0,12,74,86,10,Pagi
10186,2012-03-05,1,1,3,0,1,1,2,0.26,0.2727,0.56,0.1343,17,86,103,11,Pagi
10187,2012-03-05,1,1,3,0,1,1,2,0.26,0.303,0.52,0.0,15,122,137,12,Siang
10188,2012-03-05,1,1,3,0,1,1,2,0.26,0.2576,0.55,0.2985,11,109,120,13,Siang
10189,2012-03-05,1,1,3,0,1,1,2,0.28,0.2576,0.57,0.3582,13,115,128,14,Siang
10190,2012-03-05,1,1,3,0,1,1,2,0.3,0.2879,0.53,0.194,20,110,130,15,Siang
10191,2012-03-05,1,1,3,0,1,1,1,0.3,0.2727,0.45,0.2985,30,180,210,16,Sore
10192,2012-03-05,1,1,3,0,1,1,3,0.3,0.2727,0.45,0.2985,11,376,387,17,Sore
10193,2012-03-05,1,1,3,0,1,1,3,0.28,0.2273,0.55,0.6567,12,363,375,18,Sore
10194,2012-03-05,1,1,3,0,1,1,1,0.26,0.2576,0.53,0.2239,6,220,226,19,Malam
10195,2012-03-05,1,1,3,0,1,1,1,0.26,0.2273,0.37,0.4627,8,171,179,20,Malam
10196,2012-03-05,1,1,3,0,1,1,1,0.26,0.2273,0.37,0.3881,4,116,120,21,Malam
10197,2012-03-05,1,1,3,0,1,1,1,0.24,0.2121,0.35,0.3284,2,76,78,22,Malam
10198,2012-03-05,1,1,3,0,1,1,1,0.22,0.1818,0.37,0.5821,2,29,31,23,Malam
10199,2012-03-06,1,1,3,0,2,1,1,0.22,0.2121,0.37,0.2985,0,8,8,0,Malam
10200,2012-03-06,1,1,3,0,2,1,1,0.2,0.197,0.44,0.2537,0,6,6,1,Malam
10201,2012-03-06,1,1,3,0,2,1,1,0.2,0.197,0.44,0.2239,0,4,4,2,Malam
10202,2012-03-06,1,1,3,0,2,1,1,0.18,0.1667,0.51,0.2836,0,1,1,3,Malam
10203,2012-03-06,1,1,3,0,2,1,1,0.18,0.1667,0.51,0.2985,0,3,3,4,Malam
10204,2012-03-06,1,1,3,0,2,1,1,0.18,0.1818,0.51,0.2239,0,25,25,5,Malam
10205,2012-03-06,1,1,3,0,2,1,1,0.18,0.2121,0.51,0.1045,3,99,102,6,Pagi
10206,2012-03-06,1,1,3,0,2,1,1,0.16,0.1818,0.55,0.1343,5,270,275,7,Pagi
10207,2012-03-06,1,1,3,0,2,1,1,0.16,0.1818,0.59,0.1045,14,487,501,8,Pagi
10208,2012-03-06,1,1,3,0,2,1,1,0.22,0.2727,0.47,0.0,11,222,233,9,Pagi
10209,2012-03-06,1,1,3,0,2,1,1,0.24,0.2576,0.44,0.0,16,113,129,10,Pagi
10210,2012-03-06,1,1,3,0,2,1,1,0.26,0.2576,0.41,0.1642,20,110,130,11,Pagi
10211,2012-03-06,1,1,3,0,2,1,1,0.26,0.2727,0.41,0.1045,9,129,138,12,Siang
10212,2012-03-06,1,1,3,0,2,1,1,0.3,0.303,0.39,0.1343,16,148,164,13,Siang
10213,2012-03-06,1,1,3,0,2,1,1,0.32,0.303,0.36,0.2239,20,116,136,14,Siang
10214,2012-03-06,1,1,3,0,2,1,1,0.34,0.303,0.36,0.2985,24,142,166,15,Siang
10215,2012-03-06,1,1,3,0,2,1,1,0.36,0.3333,0.32,0.2836,22,228,250,16,Sore
10216,2012-03-06,1,1,3,0,2,1,1,0.36,0.3333,0.34,0.2836,21,425,446,17,Sore
10217,2012-03-06,1,1,3,0,2,1,1,0.34,0.303,0.42,0.3284,15,442,457,18,Sore
10218,2012-03-06,1,1,3,0,2,1,1,0.34,0.303,0.46,0.2985,9,278,287,19,Malam
10219,2012-03-06,1,1,3,0,2,1,1,0.32,0.3182,0.49,0.194,3,184,187,20,Malam
10220,2012-03-06,1,1,3,0,2,1,1,0.32,0.3182,0.49,0.194,5,143,148,21,Malam
10221,2012-03-06,1,1,3,0,2,1,1,0.28,0.2727,0.56,0.1642,5,101,106,22,Malam
10222,2012-03-06,1,1,3,0,2,1,1,0.28,0.2727,0.61,0.2239,3,51,54,23,Malam
